5	85
6	14
7	149
8	155
9	8
10	127
11	25
12	207
13	190
14	9
15	6
16	121
1	7
2	4
3	9
4	12
5	2
6	20
7	148
8	116
9	37
10	28
11	31
12	14
13	77
14	6
15	17
16	5
1	4
2	1
3	29
4	9
5	21
6	76
7	17
8	34
9	53
10	27
11	44
12	7
13	42
14	145
15	211
16	5
1	1
2	20
3	7
4	29
5	43
6	46
7	154
8	67
9	4
10	8
11	12
12	33
13	65
14	28
15	31
16	137
1	10
2	11
3	2
4	5
5	7
6	31
7	1
8	36
9	17
10	15
11	18
12	66
13	73
14	14
15	72
16	130
1	29
2	1
3	6
4	9
5	4
6	19
7	7
8	67
9	11
10	81
11	23
12	203
13	92
14	38
15	3
16	10
1	2
2	88
3	36
4	130
5	11
6	1
7	9
8	61
9	6
10	66
11	22
12	17
13	12
14	3
15	83
16	70
1	2
2	1
3	4
4	19
5	112
6	22
7	18
8	7
9	71
10	30
11	63
12	95
13	36
14	79
15	12
16	153
1	4
2	2
3	3
4	11
5	8
6	27
7	54
8	63
9	17
10	204
11	51
12	61
13	7
14	41
15	62
16	19
1	10
2	39
3	6
4	59
5	19
6	11
7	40
8	38
9	25
10	101
11	12
12	36
13	65
14	18
15	35
16	30
1	1
2	100
3	32
4	46
5	61
6	3
7	113
8	4
9	70
10	33
11	102
12	62
13	55
14	7
15	94
16	42
1	10
2	113
3	3
4	52
5	5
6	26
7	23
8	25
9	44
10	33
11	27
12	34
13	1
14	62
15	15
16	16
1	7
2	1
3	21
4	10
5	42
6	134
7	14
8	102
9	22
10	13
11	163
12	48
13	5
14	136
15	133
16	45
1	6
2	10
3	88
4	8
5	11
6	5
7	68
8	25
9	124
10	32
11	77
12	51
13	58
14	85
15	35
16	18
1	4
2	2
3	33
4	8
5	18
6	26
7	82
8	40
9	50
10	29
11	6
12	105
13	17
14	9
15	43
16	96
1	27
2	2
3	8
4	17
5	63
6	60
7	67
8	1
9	4
10	13
11	7
12	76
13	14
14	24
15	30
16	45
1	27
2	43
3	85
4	12
5	59
6	20
7	35
8	25
9	118
10	80
11	1
12	28
13	125
14	61
15	68
16	74
1	1
2	2
3	55
4	21
5	13
6	15
7	38
8	33
9	10
10	95
11	81
12	9
13	5
14	30
15	14
16	4
1	8
2	35
3	30
4	81
5	21
6	1
7	37
8	25
9	77
10	2
11	43
12	3
13	10
14	148
15	159
16	47
