8	13
9	58
10	18
11	12
12	3
13	54
14	22
15	9
16	8
1	2
2	11
3	23
4	13
5	48
6	82
7	16
8	18
9	80
10	81
11	43
12	8
13	95
14	34
15	36
16	19
1	37
2	43
3	8
4	11
5	21
6	6
7	60
8	47
9	42
10	2
11	55
12	24
13	17
14	9
15	54
16	22
1	2
2	38
3	8
4	1
5	11
6	50
7	3
8	127
9	9
10	45
11	43
12	12
13	20
14	40
15	5
16	97
1	1
2	84
3	10
4	108
5	6
6	29
7	13
8	87
9	9
10	72
11	15
12	34
13	3
14	53
15	26
16	35
1	5
2	12
3	25
4	1
5	41
6	48
7	2
8	69
9	18
10	37
11	65
12	28
13	6
14	15
15	22
16	3
1	10
2	1
3	15
4	3
5	131
6	37
7	80
8	21
9	12
10	4
11	66
12	62
13	33
14	32
15	48
16	6
1	22
2	18
3	33
4	9
5	29
6	49
7	26
8	35
9	6
10	49
11	2
12	111
13	51
14	44
15	5
16	24
1	5
2	26
3	21
4	19
5	43
6	47
7	33
8	6
9	30
10	69
11	10
12	18
13	3
14	35
15	21
16	1
1	3
2	19
3	7
4	6
5	147
6	161
7	11
8	66
9	78
10	71
11	68
12	181
13	106
14	12
15	142
16	1
1	114
2	1
3	2
4	10
5	57
6	21
7	19
8	101
9	115
10	176
11	6
12	20
13	90
14	48
15	205
16	98
1	122
2	5
3	3
4	59
5	122
6	62
7	36
8	9
9	127
10	126
11	14
12	10
13	3
14	6
15	56
16	8
1	3
2	20
3	119
4	4
5	35
6	15
7	1
8	9
9	14
10	114
11	79
12	46
13	74
14	6
15	59
16	61
1	38
2	5
3	26
4	2
5	16
6	14
7	1
8	36
9	3
10	57
11	18
12	4
13	21
14	12
15	87
16	22
1	2
2	48
3	23
4	1
5	16
6	18
7	12
8	27
9	4
10	44
11	38
12	73
13	85
14	145
15	104
16	123
1	1
2	138
3	57
4	9
5	68
6	102
7	3
8	10
9	34
10	70
11	80
12	11
13	43
14	81
15	24
16	74
1	7
2	3
3	48
4	46
5	4
6	19
7	5
8	81
9	62
10	1
11	2
12	22
13	24
14	14
15	10
16	61
1	2
2	63
3	15
4	5
5	99
6	3
7	7
8	20
9	4
10	16
11	9
12	115
13	189
14	39
15	138
16	45
1	6
2	1
3	14
4	37
5	35
6	9
7	56
8	23
9	7
10	17
11	5
12	13
13	18
14	46
15	54
16	27
1	2
2	1
3	60
4	3
5	63
6	38
7	8
8	65
9	37
10	25
11	23
12	15
13	47
14	67
15	30
16	104
1	19
2	2
3	3
4	1
5	70
6	39
7	66
8	5
9	22
10	34
11	4
12	35
13	13
14	63
15	17
16	21
1	84
2	45
3	106
4	23
5	34
6	3
7	26
8	36
9	37
10	1
11	6
12	11
13	31
14	19
15	65
16	90
1	1
2	35
3	6
4	8
5	24
6	29
7	14
8	18
9	20
10	88
11	96
12	118
13	68
14	113
15	67
16	17
1	13
2	21
3	3
4	20
5	5
6	35
7	18
8	31
9	37
10	1
11	73
12	46
13	107
14	100
15	15
16	16
1	2
2	122
3	99
4	69
5	13
6	20
7	1
8	70
9	17
10	4
11	84
12	101
13	10
14	7
15	24
16	71
1	40
2	41
3	84
4	33
5	6
6	1
7	49
8	4
9	55
10	2
11	5
12	59
13	45
14	65
15	50
16	39
1	53
2	2
3	36
4	1
5	41
6	11
7	45
8	4
9	14
10	50
11	18
12	97
13	44
14	23
15	37
16	38
1	8
2	2
3	34
4	9
5	53
6	36
7	11
8	3
9	88
10	24
11	55
12	25
13	10
14	13
15	68
16	33
1	11
2	81
3	86
4	82
5	128
6	23
7	130
8	47
9	59
10	151
11	24
12	4
13	48
14	35
15	39
16	73
1	1
2	2
3	94
4	16
5	13
6	19
7	39
8	26
9	12
10	9
11	65
12	32
13	5
14	15
15	6
16	31
1	6
2	10
3	12
4	77
5	42
6	18
7	76
8	1
9	40
10	13
11	65
12	59
13	20
14	23
15	41
16	36
